"x","y"
35.4963888888889,954
35.9027777777778,957
45.4561111111111,967
35.5016666666667,955
35.7155555555556,956
35.8158333333333,957
35.8308333333333,957
36.0280555555556,958
45.6666666666667,967
47.9608333333333,967
36.2019444444444,959
29.2341666666667,939
29.2733333333333,939
29.6322222222222,944
29.1863888888889,938
29.3663888888889,942
29.2752777777778,940
31.085,945
29.3452777777778,942
8.73555555555556,126
17.5975,818
16.8947222222222,756
10.4502777777778,368
8.94277777777778,133
8.95777777777778,135
8.98638888888889,136
8.64111111111111,118
9.23111111111111,163
8.96444444444444,135
8.98777777777778,136
8.99861111111111,136
9.03277777777778,139
9.15805555555556,160
8.82194444444444,130
8.40861111111111,110
8.80555555555556,130
9.04388888888889,141
8.21805555555556,94
8.24638888888889,97
8.88861111111111,133
8.72888888888889,125
8.77055555555556,127
8.68166666666667,122
8.67,121
12.415,582
8.92222222222222,133
8.43888888888889,113
8.14027777777778,82
8.36055555555556,108
8.37694444444444,109
8.40027777777778,110
8.25833333333333,101
10.0302777777778,241
10.0547222222222,244
10.6394444444444,413
8.31972222222222,106
7.67666666666667,68
7.19888888888889,59
7.20055555555556,59
7.18083333333333,57
7.20638888888889,59
7.32694444444444,63
7.2325,60
7.23555555555556,60
7.27055555555556,61
7.27333333333333,62
7.28055555555556,62
7.29611111111111,62
7.29777777777778,63
7.35222222222222,64
7.51583333333333,66
11.8891666666667,551
9.62166666666667,179
9.58888888888889,178
9.96333333333333,230
9.70472222222222,181
12.0122222222222,559
12.0966666666667,563
12.1122222222222,565
17.4466666666667,802
10.2416666666667,313
9.91194444444444,221
9.73388888888889,187
9.81277777777778,197
9.82361111111111,198
9.95861111111111,229
10.5955555555556,397
10.6272222222222,409
10.6472222222222,415
1.49416666666667,39
1.3575,37
1.36833333333333,38
0.403611111111111,18
0.445555555555556,22
0.783333333333333,29
1.85083333333333,40
1.35638888888889,37
1.43222222222222,39
2.56083333333333,43
1.24,34
5.11583333333333,53
11.4869444444444,515
2.67333333333333,46
2.68444444444444,47
0,2
2.79083333333333,48
2.79611111111111,48
13.4816666666667,622
11.9380555555556,554
2.87805555555556,49
3.135,50
3.43972222222222,51
0.230833333333333,3
0.254722222222222,5
0.313333333333333,6
0.3225,9
0.332222222222222,11
0.339722222222222,12
0.345833333333333,13
